FP1_power_delta,FP1_power_alpha,FP2_power_beta,F3_power_theta,C3_power_gamma,P4_power_alpha,O1_power_beta,T4_power_delta,C3_LSWT_D3,F4_Mean_D2,epileptic_
15.980331796448429,3.092433058887982,0.945395654202782,3.5205247384168925,0.0725604153534477,20.77695820389049,1.4115296026437552,38.578289840769074,7.4036696037401555,-0.0414000986587147,1
223.26780343682407,13.04352459411848,6.659229620150801,58.93889293815765,15.61803304718654,19.951111437308462,3.3719501469181736,588.8936581408478,9.136033349083196,0.0412156561120447,1
158.67390737448844,9.956197634170984,3.478035978275688,44.748317220164445,6.8062208758162,13.993199073818191,2.145762457152609,407.8762274072412,0.0,-0.0292296160575832,1
29.76732588212707,1.5531269125098968,0.5289616749246774,1.7316287260803993,0.023154077199718,2.432159247504421,0.4802813658338674,68.49257806542252,7.366024313616369,-0.0265025258717162,1
33.82107542541385,1.3472797388746227,0.3944627141573174,1.5344658504078934,0.013572694553665,1.5792398608000595,0.4325174910890574,96.67475438644604,3.436430741980032,-0.0008688195721877,1
18.959595202659298,2.3162225919400634,0.8865679025594484,1.9351514523425968,0.0240747889747115,3.037459763039956,0.5322325322950904,45.15556127551357,5.0073619827499645,0.0025414379476218,1
23.940644847942,8.024175333489621,23.143489077888304,2.2268431381852523,0.115484924589005,4.602357169355026,0.9641450869335751,52.41879279498672,4.875801514581989,0.0061499196169036,1
31.099366914337956,2.07136406083857,0.7857112254395048,2.145282456612913,0.0506557678586309,4.699279717816376,0.6759979222274198,66.39181039262726,6.270574723924043,0.0221798865166935,1
24.883290104450676,2.2392912752793133,0.7282211387284296,2.1152657319570025,0.0233811653146113,4.783560007733165,0.7288318888470231,71.18226171329219,5.377675127054681,-0.0242593296885535,1
32.8753534041642,1.3850027588212843,0.4554802333734271,1.2347025701272674,0.0133250296158567,1.4291103935284206,0.4498041930815957,76.38453025794699,5.510877729052502,-0.0110801499800275,1
17.554315390907323,3.2319555848395485,1.0309499096075003,1.757058372952211,0.0539100507528843,3.6626409191473934,0.8038853863919287,45.08319679538781,5.632878715663796,-0.0984436948537492,1
15.859251073847595,1.2183749213940056,0.5819818389088154,1.002897612229632,0.0118998932017641,1.4775262434997525,0.3940796457692658,34.27561226129614,4.914262121741409,-0.0326900512933501,1
25.58938669500364,6.22418219177491,10.15978917107183,2.271660024801161,0.3259849853835236,4.934736558672847,1.2007736678522087,55.31915600157368,0.0,0.0125571726993871,1
77.57292695387133,5.623418333311474,9.869063319597716,8.10550115524712,0.4135237037615773,7.000814168890668,1.8705830277413125,51.990293130216415,6.219093777598274,-0.0868296432271609,1
58.664850071803805,4.5819339238980135,3.594809934138121,8.344140621705508,0.2982474801756698,7.464689245661709,1.5898435894116936,45.80018622567884,6.079627963500281,0.4696718952009788,1
62.66621974847538,5.376791308825878,2.5949440138175515,11.14616060028652,0.5114335252364928,8.28977665067069,1.6211613135511105,72.66267241274537,8.349295917718665,0.0785216336663213,1
40.47275841763784,7.788528086701937,6.748024583223735,11.354850616512378,0.5299277283701177,7.958833041284766,2.365784048783905,53.22912208636146,4.379513253925828,0.0295028304137138,1
48.16175753843905,7.556986414407802,8.144588032358389,8.626716094113528,0.4272414688778056,8.149880938771032,1.903458128898169,44.74560058384746,6.1576274095707415,-0.701078634660611,1
83.29616226209343,4.487123382532917,1.4990975477727309,8.88792056050699,0.2696318966361762,7.956227833112935,1.3813368740772682,67.54146154536356,7.579395030745633,-0.0741393228710917,1
241.86908916129192,5.535346367178628,0.957089332274033,39.30759439397463,0.490336351302845,7.001720230349897,0.8203289330158289,157.71648556750367,7.204769642545919,0.0134597226105809,1
23311.138354172832,2004.029507095809,689.8721642671131,4626.148622089176,203.24911884815413,1969.4227069103624,662.3659578996417,23944.72880078019,11.785343549526644,0.1798380489317137,1
206.56666970254648,5.433189178672979,0.9407592776104602,35.73436173046958,0.3802498301761536,6.602603514509893,0.6991484175839884,180.84153703586185,7.726980149828996,0.0085560737644941,1
